Brand,Model,Selling_Price,KM_Driven
Toyota,Toyota Etios VD,450000,100000
Hyundai,Hyundai i10 Era 1.1,270000,27633
Maruti,Maruti Swift Vdi BSIII,310000,100000
Hyundai,Hyundai Santro Xing GLS Audio LPG,250000,100000
Ford,Ford Figo 1.2P Titanium MT,700000,12586
Fiat,Fiat Avventura Urban Cross 1.3 Multijet Emotion,650000,38083
Ford,Ford Figo Diesel ZXI,400000,55328
Ford,Ford Figo Diesel Titanium,425000,81632
Ford,Ford Aspire Titanium Diesel BSIV,600000,155201
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,600000,93283
Maruti,Maruti Swift Ldi BSIII,300000,217871
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,450000,90165
Ford,Ford Ecosport 1.5 DV5 MT Titanium,750000,101504
Ford,Ford Figo Titanium Diesel BSIV,325000,86017
Mahindra,Mahindra XUV500 W8 2WD,900000,85036
Ford,Ford Ikon 1.3L Rocam Flair,180000,91086
Fiat,Fiat Punto 1.3 Emotion,350000,160254
Ford,Ford EcoSport 1.5 TDCi Titanium BSIV,600000,125531
Honda,Honda WR-V i-DTEC V,900000,60000
Skoda,Skoda Laura L n K 1.9 PD,350000,100000
Maruti,Maruti Ritz LDi,280000,90000
Mahindra,Mahindra Xylo D2,225000,120000
Honda,Honda City i DTEC S,520000,82000
Mahindra,Mahindra Scorpio 1.99 S4,509999,60000
Maruti,Maruti Baleno Alpha 1.2,556000,24000
Tata,Tata Indigo Grand Dicor,225000,120000
Honda,Honda Amaze EX i-Dtech,325000,65000
Maruti,Maruti Swift VDI,365000,65000
Hyundai,Hyundai Creta 1.6 CRDi SX Plus,850000,84000
Toyota,Toyota Etios GD SP,350000,75000
Maruti,Maruti Swift VDI,225000,50000
Maruti,Maruti Alto LX,135000,50000
Maruti,Maruti Wagon R LXI Minor,140000,49000
Maruti,Maruti SX4 S Cross DDiS 320 Delta,665000,560000
Renault,Renault KWID RXT,275000,14365
Toyota,Toyota Fortuner 2.8 4WD AT BSIV,2750000,41000
Hyundai,Hyundai Verna 1.6 SX,484999,65000
Maruti,Maruti Ciaz VDi Option SHVS,565000,65000
Maruti,Maruti Swift Dzire VDI,425000,61083
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,925000,75000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,565000,72000
Renault,Renault Duster 110PS Diesel RxL,525000,65000
Hyundai,Hyundai Tucson 2.0 e-VGT 2WD MT,1650000,55000
Hyundai,Hyundai EON Era Plus,295000,21000
Jaguar,Jaguar XF 5.0 Litre V8 Petrol,2050000,66363
Hyundai,Hyundai Creta 1.6 VTVT AT SX Plus,1475000,11700
Hyundai,Hyundai Verna VTVT 1.6 AT SX Option,1100000,10000
Mercedes-Benz,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4400000,100000
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Volkswagen,Volkswagen Polo GTI,850000,20000
Renault,Renault Pulse RxL,390000,61585
Maruti,Maruti Celerio VXI AMT BSIV,450000,39415
Honda,Honda Brio V MT,425000,29654
Maruti,Maruti Baleno Alpha 1.3,770000,64672
Hyundai,Hyundai Creta 1.6 SX Automatic Diesel,1150000,54634
Honda,Honda City i VTEC V,775000,66521
Toyota,Toyota Innova Crysta 2.4 GX AT,1725000,23974
BMW,BMW 3 Series 320d Luxury Line,2150000,43000
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Hyundai,Hyundai i20 Sportz 1.2,350000,50000
Maruti,Maruti Alto 800 LXI,114999,30000
Hyundai,Hyundai i20 Sportz 1.2,380000,50000
Maruti,Maruti Gypsy E MG410W ST,95000,100000
Mahindra,Mahindra Scorpio 1.99 S6 Plus,900000,35000
Chevrolet,Chevrolet Beat LT,200999,90000
Maruti,Maruti Omni E MPI STD BS IV,229999,11451
Tata,Tata Nexon 1.5 Revotorq XZ,800000,60000
Mahindra,Mahindra Verito 1.5 D4 BSIV,150000,172000
Maruti,Maruti Swift VDI,600000,60000
Chevrolet,Chevrolet Tavera LS B3 7 Seats BSII,150000,150000
Chevrolet,Chevrolet Optra Magnum 2.0 LS,150000,66000
Maruti,Maruti Eeco 5 Seater Standard BSIV,380000,5000
Maruti,Maruti Swift 1.3 VXi,80000,66508
Honda,Honda Civic 1.8 MT Sport,225000,55000
Tata,Tata Nano Lx BSIV,75000,29900
Tata,Tata Hexa XT 4X4,1600000,3000
Tata,Tata Indica Vista Quadrajet VX,185000,85000
Mahindra,Mahindra Scorpio 2.6 CRDe SLE,425000,50000
Tata,Tata Indica Vista Aqua 1.4 TDI,100000,120000
Maruti,Maruti Zen Estilo LXI BSIII,140000,90000
Maruti,Maruti Swift Dzire AMT ZXI Plus BS IV,710000,8000
Honda,Honda Amaze S AT i-Vtech,450000,7900
Datsun,Datsun RediGO T Option,210000,50000
Maruti,Maruti Alto K10 VXI,270000,25000
Maruti,Maruti Alto LXi,110000,20000
Maruti,Maruti Swift VXI,540000,17500
Mahindra,Mahindra Renault Logan 1.4 GLX Petrol,145000,25000
Tata,Tata Safari Storme VX,360000,206500
Hyundai,Hyundai i10 Magna LPG,250000,88600
Tata,Tata Venture EX,110000,80000
Chevrolet,Chevrolet Captiva LT,250000,100000
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,150000,186000
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,140000,60000
Maruti,Maruti Ciaz Zeta BSIV,925000,11000
Tata,Tata Hexa XM,969999,30000
Hyundai,Hyundai Santro Xing GL PLUS CNG,90000,80000
Hyundai,Hyundai Santro GLS I - Euro I,55000,60000
Hyundai,Hyundai Verna CRDi,155000,100000
Mahindra,Mahindra Thar CRDe ABS,900000,15000
Maruti,Maruti Alto K10 2010-2014 VXI,135000,90000
Maruti,Maruti 800 AC,180000,120000
Hyundai,Hyundai Verna 1.6 SX,495000,100000
Toyota,Toyota Innova 2.5 V Diesel 8-seater,400000,138000
Hyundai,Hyundai Verna CRDi,250000,110000
Maruti,Maruti Alto K10 LXI,138000,120000
Honda,Honda City 1.5 V AT,311000,70000
Maruti,Maruti Alto 800 VXI,190000,70000
Mahindra,Mahindra Bolero SLX,311000,140000
Maruti,Maruti Ritz LXI,300000,15000
Honda,Honda Jazz VX,600000,20000
Mahindra,Mahindra Scorpio SLE BSIII,550000,100000
Skoda,Skoda Rapid 1.6 MPI AT Elegance Plus,600000,70000
Maruti,Maruti Alto 800 VXI,195000,5000
Tata,Tata Nano LX,58000,27974
Maruti,Maruti Alto 800 VXI,183000,40000
Maruti,Maruti Zen Estilo 1.1 VXI BSIII,95000,80000
Maruti,Maruti Wagon R LX Minor,250000,38000
Maruti,Maruti Wagon R LX Minor,250000,38000
Tata,Tata Zest Revotron 1.2 XT,400000,35000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),409999,60000
Skoda,Skoda Octavia Classic 1.9 TDI MT,120000,120000
Maruti,Maruti Swift AMT VXI,600000,18000
Honda,Honda Amaze SX i-VTEC,600000,10000
Mahindra,Mahindra XUV500 W6 2WD,825000,90000
Toyota,Toyota Etios GD,625000,80000
Hyundai,Hyundai Grand i10 Nios Magna CRDi,700000,1400
Chevrolet,Chevrolet Beat LS,160000,60000
Maruti,Maruti Alto LX,114999,60000
Maruti,Maruti Wagon R LXI Minor,150000,53000
Volkswagen,Volkswagen Jetta 1.9 L TDI,250000,100000
Hyundai,Hyundai Verna 1.6 SX,390000,86000
Renault,Renault Duster 85PS Diesel RxL,650000,100000
Hyundai,Hyundai Xcent 1.1 CRDi SX Option,600000,30000
Hyundai,Hyundai i20 1.2 Sportz,250000,120000
Hyundai,Hyundai Santro Xing GL Plus LPG,229999,60000
Maruti,Maruti Ritz LDi,299000,50000
Chevrolet,Chevrolet Cruze LTZ,330000,124000
Hyundai,Hyundai Accent Executive,180000,100000
Hyundai,Hyundai Grand i10 1.2 Kappa Asta,475000,42000
Hyundai,Hyundai Grand i10 CRDi Sportz,325000,100000
Honda,Honda City i VTEC V,639000,28205
Maruti,Maruti Celerio VXI AT,415000,32670
Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,1199000,30093
Maruti,Maruti Ertiga VXI CNG,525000,56228
Hyundai,Hyundai Verna 1.6 SX VTVT,425000,59319
Maruti,Maruti Vitara Brezza VDi,699000,39503
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,325000,35299
Toyota,Toyota Etios V,275000,51687
Volkswagen,Volkswagen Vento Petrol Highline AT,269000,76259
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,399000,44049
Mahindra,Mahindra KUV 100 mFALCON D75 K8,475000,45087
Toyota,Toyota Etios V,249000,41125
Audi,Audi A4 New  2.0 TDI Multitronic,1549000,42215
Volkswagen,Volkswagen Polo Petrol Highline 1.2L,254999,54206
Skoda,Skoda Rapid 1.6 MPI Active,269000,52547
Maruti,Maruti Ertiga ZDI,665000,59110
Maruti,Maruti Wagon R Stingray LXI,299000,54565
Hyundai,Hyundai i20 Asta,265000,47564
Volkswagen,Volkswagen Polo Petrol Highline 1.2L,211000,45143
Skoda,Skoda Superb 1.8 TSI,599000,61624
Tata,Tata Indigo LS,55000,195000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),550000,50000
Land,Land Rover Discovery Sport TD4 HSE 7S,4000000,68000
Tata,Tata Sumo GX TC 8 Str,220000,120000
Maruti,Maruti Swift VXI,500000,20000
Maruti,Maruti Alto LXi,140000,30000
Maruti,Maruti Swift VDI,325000,60000
Hyundai,Hyundai i20 Magna,210000,90000
Maruti,Maruti Alto LXi,110000,90000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,1200000,25000
Maruti,Maruti Alto 800 VXI,229999,40000
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Maruti,Maruti Alto 800 LXI,165000,132000
Tata,Tata Tiago XZA AMT,525000,10980
Hyundai,Hyundai EON Era Plus,325000,20629
Toyota,Toyota Innova Crysta 2.4 VX MT BSIV,1500000,50000
Hyundai,Hyundai Grand i10 AT Asta,400000,30000
Maruti,Maruti Ciaz VXi,550000,69782
Maruti,Maruti 800 Std,98000,54000
Mahindra,Mahindra XUV500 W8 4WD,900000,63654
Renault,Renault Lodgy 85PS RxL,700000,60000
Mahindra,Mahindra Scorpio S6 Plus 7 Seater,890000,52000
Maruti,Maruti Swift LDI BSIV,490000,59385
Hyundai,Hyundai i20 2015-2017 Magna 1.2,525000,70378
Maruti,Maruti Wagon R LXI BS IV,330000,55425
Mahindra,Mahindra Bolero 2011-2019 SLX 2WD BSIII,550000,78413
Mahindra,Mahindra Bolero Power Plus SLX,790000,40890
Honda,Honda Brio S MT,350000,34823
Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,1700000,75000
Maruti,Maruti Ciaz VDI SHVS,750000,55545
Honda,Honda Amaze EX i-Dtech,409999,56541
Hyundai,Hyundai EON Magna Plus,220000,43700
Tata,Tata Indica GLS BS IV,68000,120000
Hyundai,Hyundai EON Era Plus,290000,20000
Honda,Honda City i DTec SV,600000,27483
Maruti,Maruti Swift LXI,470000,8000
Hyundai,Hyundai i10 Sportz 1.2,150000,30000
Maruti,Maruti Alto 800 LXI,180000,56207
Maruti,Maruti Zen LXI,80000,70000
Honda,Honda WR-V i-VTEC VX,875000,1440
Maruti,Maruti Alto 800 LXI,300000,50000
Toyota,Toyota Fortuner 2.8 2WD AT BSIV,2800000,20000
Toyota,Toyota Innova Crysta 2.4 ZX MT,1330000,91195
Volkswagen,Volkswagen Polo 1.5 TDI Trendline,220000,63657
Mahindra,Mahindra Verito Vibe 1.5 dCi D4,250000,60000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,919999,75000
Volkswagen,Volkswagen Vento Magnific 1.6 Highline,380000,97248
Maruti,Maruti Swift VDI,450000,46000
Hyundai,Hyundai Verna 1.6 VTVT AT S Option,770000,10000
Maruti,Maruti Swift Dzire LDI,550000,80000
Tata,Tata New Safari DICOR 2.2 GX 4x2,320000,100000
Maruti,Maruti SX4 Vxi BSIV,400000,35000
Maruti,Maruti Celerio VXI AT,450000,50000
Maruti,Maruti SX4 ZDI,220000,90000
Mahindra,Mahindra XUV500 W8 2WD,400000,150000
Hyundai,Hyundai Verna 1.6 SX VTVT (O),530000,89000
Maruti,Maruti Swift Dzire VDI,390000,60000
Fiat,Fiat Grande Punto 1.3 Dynamic (Diesel),185000,100000
Maruti,Maruti SX4 Vxi BSIV,300000,100000
Maruti,Maruti Swift VDI BSIV,575000,90000
Maruti,Maruti Wagon R Stingray VXI,300000,75000
Toyota,Toyota Etios Liva 1.4 VD,425000,36000
Hyundai,Hyundai Xcent 1.2 Kappa SX,350000,12000
Honda,Honda Amaze VX O iDTEC,550000,12997
Maruti,Maruti Ciaz 1.4 AT Zeta,500000,40000
Mahindra,Mahindra Scorpio S4 4WD,600000,60000
Mahindra,Mahindra Quanto C8,300000,25000
Hyundai,Hyundai Verna CRDi 1.6 SX Option,1150000,26430
Maruti,Maruti Swift 1.3 VXI ABS,475000,24600
Maruti,Maruti Wagon R LXI,260000,28481
Ford,Ford Ecosport 1.0 Ecoboost Titanium Optional,350000,100000
Mahindra,Mahindra XUV500 W8 2WD,750000,41988
Maruti,Maruti Wagon R LXI,180000,30375
Renault,Renault KWID Climber 1.0 AMT BSIV,350000,7658
Maruti,Maruti Swift Dzire VDI,611000,34400
Renault,Renault KWID RXL BSIV,325000,18500
Hyundai,Hyundai EON 1.0 Era Plus,225000,48000
Maruti,Maruti Wagon R AMT VXI,300000,28942
Mahindra,Mahindra Bolero Power Plus SLX,400000,50000
Mahindra,Mahindra XUV500 W8 2WD,711000,53600
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,851000,53652
Maruti,Maruti Ertiga VXI,500000,25000
Toyota,Toyota Innova 2.5 G4 Diesel 8-seater,250000,80000
Maruti,Maruti Alto 800 VXI,150000,50000
Mahindra,Mahindra Scorpio 1.99 S10,610000,15000
Mahindra,Mahindra KUV 100 G80 K2,450000,5000
Hyundai,Hyundai i20 1.4 Asta Option,744000,106000
Chevrolet,Chevrolet Spark 1.0,120000,100000
Renault,Renault KWID RXL,220000,60000
Maruti,Maruti Ertiga ZDI,480000,120000
Maruti,Maruti Celerio ZXI Optional AMT BSIV,370000,82000
Fiat,Fiat Palio D 1.9 EL PS,55000,35000
Hyundai,Hyundai EON Magna Plus,125000,205000
Hyundai,Hyundai Verna 1.6 CRDI,260000,125000
Fiat,Fiat Linea Classic 1.3 Multijet,350000,130000
Maruti,Maruti Alto 800 CNG LXI,170000,97000
Hyundai,Hyundai Grand i10 Sportz,350000,90000
Maruti,Maruti Swift Dzire VXi,250000,60000
Tata,Tata Indigo CR4,170000,60000
Mahindra,Mahindra Scorpio S11 BSIV,1300000,35000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,550000,25000
Honda,Honda Brio 1.2 S MT,400000,15000
Tata,Tata Nano Lx,120000,20000
Tata,Tata Nano Lx,120000,20000
Ford,Ford Figo Petrol Titanium,275000,70000
Tata,Tata Zest Revotron 1.2T XE,285000,90000
Hyundai,Hyundai Creta 1.4 CRDi Base,900000,80000
Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,2500000,79500
Hyundai,Hyundai Verna 1.6 SX CRDi (O),620000,70000
Toyota,Toyota Innova Crysta 2.4 GX MT 8S BSIV,1700000,5000
Ford,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,650000,15000
Maruti,Maruti Ertiga VXI,500000,35000
Tata,Tata New Safari DICOR 2.2 EX 4x4,250000,120000
Mahindra,Mahindra Marazzo M4,950000,15000
Toyota,Toyota Etios Cross 1.2L G,320000,60000
Renault,Renault Duster 110PS Diesel RxZ,450000,120000
Mahindra,Mahindra KUV 100 mFALCON D75 K8 AW,350000,90000
Maruti,Maruti Swift Dzire VXI,400000,90000
Maruti,Maruti Omni MPI STD BSIV,200000,10000
Hyundai,Hyundai i20 Asta 1.4 CRDi (Diesel),250000,72000
Toyota,Toyota Innova 2.0 GX 8 STR BSIV,550000,197000
Maruti,Maruti Zen LXI,85000,70000
Hyundai,Hyundai Santro LP zipPlus,52000,50000
Tata,Tata Hexa XTA,1200000,50000
Hyundai,Hyundai Verna 1.6 SX VTVT AT,450000,60000
Maruti,Maruti Swift Dzire VXI 1.2 BS IV,615000,40000
Maruti,Maruti SX4 ZDI Leather,400000,60000
Tata,Tata Nano LX,60000,40000
Maruti,Maruti Ignis 1.2 Alpha BSIV,500000,9161
Honda,Honda Mobilio V i VTEC,600000,45000
Hyundai,Hyundai Getz 1.3 GVS,110000,110000
Hyundai,Hyundai Santro Xing GL Plus,175000,80000
Ford,Ford Fiesta Titanium 1.5 TDCi,325000,100000
Maruti,Maruti Swift Dzire LDI,425000,90000
Hyundai,Hyundai Accent GLE CNG,160000,70000
Maruti,Maruti Zen Estilo LXI BSIII,100000,80000
Maruti,Maruti Swift Dzire LDI,390000,110000
Hyundai,Hyundai i20 1.2 Spotz,400000,50000
Tata,Tata Tigor 1.2 Revotron XM,509999,5000
Hyundai,Hyundai i10 Magna 1.1,150000,90000
Hyundai,Hyundai Santro Xing GLS,110000,120000
Nissan,Nissan Sunny Diesel XV,450000,80000
Hyundai,Hyundai i20 1.2 Spotz,400000,38000
Hyundai,Hyundai Santro Xing GLS,140000,120000
Tata,Tata Indigo CR4,130000,90000
Maruti,Maruti Alto 800 LXI,160000,50000
Maruti,Maruti Alto 800 LXI,150000,60000
Mahindra,Mahindra XUV500 W8 2WD,500000,100000
Tata,Tata Nano Std,40000,19000
Chevrolet,Chevrolet Tavera LT L1 7 Seats BSIII,140000,200000
Mahindra,Mahindra Verito 1.5 D2 BSIV,227000,70000
Maruti,Maruti Swift VDI,285000,50000
Maruti,Maruti Alto LX,155000,19077
Hyundai,Hyundai EON D Lite,210000,30000
Maruti,Maruti Alto LXi,140000,80000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,940000,128000
Nissan,Nissan Terrano XV Premium 110 PS,750000,80000
Maruti,Maruti Baleno Alpha 1.3,610000,100000
Nissan,Nissan Sunny XV D Premium Leather,450000,50000
Toyota,Toyota Etios Liva GD,409999,56000
Hyundai,Hyundai EON 1.0 Era Plus,100000,21302
Renault,Renault KWID 1.0 RXT Optional,300000,10500
Mahindra,Mahindra Bolero 2011-2019 SLX,400000,107000
Hyundai,Hyundai i10 Sportz 1.2,210000,60000
Hyundai,Hyundai Santro Xing XG eRLX Euro III,90000,120000
Maruti,Maruti Wagon R LXI BS IV,222000,70000
Maruti,Maruti Alto 800 LXI,240000,50000
Toyota,Toyota Etios Liva GD,450000,70000
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Renault,Renault Duster 85PS Diesel RxL,450000,1000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,3800000,10000
Audi,Audi A4 3.0 TDI Quattro,1580000,86000
BMW,BMW X5 xDrive 30d xLine,4950000,30000
Hyundai,Hyundai Creta 1.6 CRDi SX,535000,52600
Maruti,Maruti SX4 Vxi BSIV,225000,110000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890
Maruti,Maruti Swift ZXI BSIV,670000,7104
Maruti,Maruti Ertiga VXI,625000,11918
Hyundai,Hyundai Grand i10 Magna AT,520000,10510
Chevrolet,Chevrolet Beat LT Option,239000,41000
Toyota,Toyota Fortuner 4x2 AT,2600000,47162
Maruti,Maruti S-Cross Zeta DDiS 200 SH,750000,45974
Hyundai,Hyundai i10 Magna,229999,49824
Audi,Audi A6 2.0 TDI Premium Plus,1300000,58500
Hyundai,Hyundai Santro GS,80000,56580
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000
Hyundai,Hyundai Verna 1.6 VTVT SX,760000,55340
Maruti,Maruti Swift Dzire VDI,600000,46507
Volkswagen,Volkswagen Jetta 2.0L TDI Highline AT,735000,55300
Tata,Tata Indica Vista Quadrajet 90 VX,285000,74300
Honda,Honda City VX MT,350000,48781
Volkswagen,Volkswagen Jetta 1.9 Highline TDI,290000,87620
Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT,890000,40219
Honda,Honda Jazz VX,385000,11473
Maruti,Maruti Eeco 5 Seater AC BSIV,425000,8352
Maruti,Maruti Wagon R VXI AMT1.2BSIV,525000,9745
Hyundai,Hyundai Grand i10 Asta,550000,9748
Volkswagen,Volkswagen Polo 1.0 MPI Trendline,271000,49000
Hyundai,Hyundai Creta 1.6 CRDi SX Option,1490000,20694
Hyundai,Hyundai Grand i10 Asta Option,490000,31080
Hyundai,Hyundai EON Era Plus,260000,37605
Hyundai,Hyundai Xcent 1.1 CRDi SX Option,455000,55850
Tata,Tata Nano Lx BSIV,75000,58850
Toyota,Toyota Etios Cross 1.2L G,421000,23839
Maruti,Maruti Swift DDiS LDI,550000,54000
Hyundai,Hyundai i10 Sportz 1.2 AT,330000,38000
Volkswagen,Volkswagen Vento 1.5 TDI Comfortline,390000,45454
Skoda,Skoda Rapid 1.5 TDI AT Ambition,599000,46957
Hyundai,Hyundai Getz GLE,110000,60000
Renault,Renault KWID RXT Optional,250000,25000
Mahindra,Mahindra Scorpio M2DI,600000,110000
Ford,Ford Endeavour XLT TDCi 4X2,280000,190000
Audi,Audi Q3 35 TDI Quattro Technology,2700000,25000
Mahindra,Mahindra Renault Logan 1.4 GLX Petrol,80000,90000
Maruti,Maruti Alto K10 VXI,350000,5000
Maruti,Maruti Swift VDI BSIV,475000,60000
Audi,Audi A5 Sportback,4700000,1500
Maruti,Maruti Swift Dzire VDI,500000,50000
Chevrolet,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,250000,120000
Hyundai,Hyundai Accent CRDi,100000,120000
Maruti,Maruti Alto K10 VXI Airbag,350000,5000
BMW,BMW 7 Series Signature 730Ld,4000000,47000
Toyota,Toyota Camry 2.5 Hybrid,1900000,20000
Hyundai,Hyundai Santro Xing XG,95000,120000
Hyundai,Hyundai Grand i10 CRDi Sportz,409999,58000
Mahindra,Mahindra XUV500 W5 BSIV,1050000,35000
Maruti,Maruti Alto K10 VXI,320000,30000
Mahindra,Mahindra XUV300 W8 Option Diesel BSIV,1000000,10000
